,NOD32,SUPERAntiSpyware,Acronis,TrendMicro-HouseCall,Command,eGambit,Baidu-International,Antiy-AVL,Paloalto,SymantecMobileInsight,Babable,DrWeb,F-Prot,CAT-QuickHeal,Zoner,McAfee,Invincea,SecureWeb-Gateway,TACHYON,FireEye,CrowdStrike,NOD32Beta,AVware,AhnLab-V3,Baidu,AhnLab,K7GW,Authentium,Cynet,NOD32v2,VIRobot,McAfee-GW-Edition,MaxSecure,AVG,Tencent,VirusBuster,VIPRE,TheHacker,AntiVir,TrendMicro,UNA,Norman,Cybereason,eTrust-InoculateIT,McAfee+Artemis,PCTools,Endgame,Elastic,PandaBeta2,CyrenCloud,Avast,Fortinet,Prevx1,AegisLab,McAfeeBeta,eTrust-Vet,Agnitum,Ikarus,ESET-NOD32,VBA32,BitDefenderTheta,Kaspersky,Arcabit,Bkav,ZoneAlarm,a-squared,ahnlab,NANO-Antivirus, CarpeDiem (v),DrWebSE,PandaB3,Comodo,Panda,ViRobot,PandaBeta,eScan,Prevx,Cylance,T3,Gridinsoft,Alibaba,Kaspersky21,Malwarebytes3,Avast-Mobile,Sunbelt,CMC,Jiangmin,MicroWorld-eScan,eSafe,Kingsoft,Emsisoft,Zillya,ByteHero,Avira,Yandex,APEX,F-Prot4,K7AntiVirus,Symantec,ALYac,ClamAV,Trapmine,SophosML,nProtect,Webwasher-Gateway,Antivir7,Microsoft,Cyren,Sangfor,Malwarebytes,TotalDefense,MAX,Sophos,WhiteArmor,Webroot,Trustlook,Avast5,F-Secure,FileAdvisor,SentinelOne,Qihoo-360,BitDefender,Ewido,Commtouch,GData,BitDefenderFalx,SAVMail,Ad-Aware,FortinetBeta,Rising
AVware,0.0,0.00191268,0.0,0.0,0.0,0.0,0.00012103,0.0,0.0,0.0,0.0,4.814e-05,0.0,0.00030581,0.00082201,5.93e-06,6.398e-05,0.00147493,0.0,1.37e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.127e-05,1.098e-05,2.4e-05,0.0,1.37e-05,0.65377478,0.0,0.0,0.0,0.00098982,0.0,0.0,0.0,6.583e-05,0.00484379,0.0,0.0,0.0,0.0,0.0,0.0,0.00028409,4.73e-05,0.0,0.0,4.22e-06,0.00450007,0.0,0.00162968,0.0,0.00027108,1.987e-05,0.0,0.00039701,0.0,0.0,0.0,0.0,0.0,0.0,3.59e-05,0.0,0.0,0.0,0.0003296,0.0,0.0,0.00100604,0.0,0.0,0.0,0.0,0.0,0.08482184,0.0,1.57e-06,2.23e-05,5.537e-05,0.0,0.0,0.0,0.0,0.0,1.95e-06,0.0,0.0,0.0004052,0.00500069,5.293e-05,2.523e-05,0.0,0.0,2.281e-05,0.00131563,0.0,0.0,0.0,0.00042355,0.00235356,0.0,0.0,0.00092912,0.0,0.00071646,0.0,0.0,0.00011197,0.0,0.0,0.0,2.519e-05,0.00115016,0.0,4.293e-05,0.0,0.0,2.527e-05,0.0,8.96e-06
AhnLab-V3,0.00020699,0.0,0.0,0.0,0.0,0.0,0.0,0.00319039,0.0,0.0,0.0,0.0,5.76e-06,0.0,0.0,3.2e-07,0.0,0.0,0.0,0.0,0.0,8.306e-05,0.0,1.0,0.0,4.43e-06,2.96e-06,4.19e-06,0.0,3.964e-05,0.0,8.7e-07,0.0,0.00013513,0.0,3.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.328e-05,0.0,8.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019543,2.19e-06,0.0,0.00029143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33e-06,0.0,5.382e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37e-06,0.0,0.0,2.88e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.893e-05,2.43e-06,0.0,0.0,0.00036178,0.0,0.0,0.0,2.545e-05,0.0,0.0,1.37e-06,0.0,0.0,0.0,0.0,0.0,6.66e-06,0.0,0.0,0.0,0.0,0.0,0.0
Baidu,0.0,6.959e-05,0.0,0.0,0.0,0.0,0.00021455,0.00016131,0.0,0.0,0.0,0.0,0.0,3.977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.687e-05,0.0,0.0,0.0,0.0,0.0,1.108e-05,0.0,0.00013044,0.0,0.00018622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023526,0.0,0.00015367,0.0,9.767e-05,0.0,0.0,9.708e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.439e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00016276,0.0,0.0,0.0,0.0,0.0,0.00036301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812e-05,0.0,0.0,0.0,0.0,1.771e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.14e-06,0.0,0.0,0.0,0.0,0.0
AhnLab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25e-06,0.0,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09e-06,0.0,3.51e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98e-06,0.0,0.0,0.0,0.00017803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39e-06,0.0,6.185e-05,0.0,0.0,2.033e-05,0.0,0.00010069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K7GW,0.0,8.27e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28e-06,0.0,0.0,3.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96e-06,1.687e-05,0.0,1.0,7.97e-06,0.0,0.0,0.0,9.7e-07,0.0,5.03e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,0.0,8.47e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.774e-05,0.0,0.0,0.0,0.0,4.404e-05,0.0,0.0,0.0,1.9e-06,0.0,0.0,3.31e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88e-06,0.0,0.0,0.0,0.0,0.0,8.51e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77065587,7.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.17e-06,0.0,0.0,1.63e-06,0.0,0.0,0.0,0.0,0.0,5.35e-06,0.0,0.0,0.0,0.0,0.0,0.0
Authentium,0.0,0.0,0.0,0.0,0.03836579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10458642,0.0,0.0,1.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19e-06,0.0,0.0,7.97e-06,1.0,0.0,0.0,0.0,2.14e-06,0.0,3.36e-06,0.0,0.0,0.0,7.719e-05,0.00022496,0.0,0.0,0.00022337,0.0,0.0,5.481e-05,5.39e-05,0.0,0.0,7.714e-05,0.00030857,1.111e-05,0.00031327,0.0,0.0,0.0,3.619e-05,0.0,2.726e-05,5.61e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702e-05,0.0,0.00089044,0.0,0.00058106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.571e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011392,0.0,0.0,0.01211513,7.44e-06,0.0,0.0,7.05e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00907958,0.0,0.0,1.447e-05,0.0,0.0,0.0,4.373e-05,0.0,0.0,2.329e-05,0.0,0.0,0.0,0.0,0.0,0.04225436,0.0,0.0,0.0,0.0,0.00083013,0.0
Cynet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOD32v2,0.02257424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11697497,0.0,3.964e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.895e-05,0.0,0.0,0.0,1.392e-05,1.644e-05,0.0,0.0,0.0,0.0,0.00076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03e-06,0.0,0.0,0.0,0.00126127,0.0,0.0,0.00550339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010123,0.0,0.0,0.0,0.00038359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRobot,0.0,0.0,0.0,0.0,0.0,0.0,4.15e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.209e-05,0.0,0.0,0.000757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.09e-06,0.0,0.0,0.0,1.512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.245e-05,0.0,0.0,0.0,0.07142857,0.0,0.0,1.011e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.902e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91e-06,0.00064725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McAfee-GW-Edition,1.05e-06,1.08e-06,0.0,0.0,1.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-06,7.68e-06,0.00046414,1.07e-05,0.28544124,0.0,0.00038844,0.0,1.93e-06,0.0,0.0,3.127e-05,8.7e-07,0.0,1.09e-06,9.7e-07,2.14e-06,0.0,0.0,1.09e-06,1.0,1e-06,1.493e-05,0.0,2.229e-05,3.975e-05,7.713e-05,2.593e-05,0.0,1.09e-06,7.68e-06,0.0,0.0,0.00263763,2.051e-05,0.0,0.0,0.0,0.0,1e-06,4.023e-05,3.26e-06,0.0,0.0002802,0.0,1.825e-05,4.13e-05,9.2e-07,1.601e-05,0.0,0.0,2.659e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-07,1.386e-05,1.865e-05,0.0,3.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.726e-05,0.0,1.033e-05,3.207e-05,5.151e-05,1.05e-06,0.0,0.0,0.0,1.761e-05,1.332e-05,0.0,0.0,9.6e-07,1.603e-05,2.711e-05,5.88e-06,0.0,0.0,2.451e-05,0.00029286,1.09e-06,0.0,6.33e-06,0.0,1.281e-05,0.0,0.0,3.093e-05,0.0,9.67e-06,0.0,0.0,3.795e-05,0.0,0.0,0.0,5.665e-05,5.42e-06,5.03e-06,5.428e-05,0.0,0.0,2.94e-05,1.09e-06,2.53e-06
MaxSecure,0.0,3.239e-05,0.0,0.0,0.0,0.0,2.766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00053706,3.057e-05,0.0,0.0,1.168e-05,0.0,1.32e-06,0.0,0.0,1.098e-05,0.0,1.108e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.0,5.42e-06,2.74e-06,6.65e-06,2.119e-05,0.0,0.0,0.0,1.183e-05,0.0,0.0,0.0,0.0,5.563e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.638e-05,0.0,0.0,3.18e-06,0.00013887,0.0,0.00073115,0.0,0.00014256,1.042e-05,0.0,0.00024459,0.0,0.0,1.1e-06,0.0,0.0,0.0,6.06e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-05,0.0,9.82e-06,1.514e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.69e-06,0.0,0.0,1.458e-05,1.009e-05,1.676e-05,5.64e-06,0.0,0.0,1.168e-05,1.165e-05,0.0,0.0,0.0,0.0,0.00014936,0.0,0.0,0.0,0.0,3.185e-05,0.0,0.0,1.534e-05,0.0,0.0,0.0,1.329e-05,5.863e-05,0.0,1.508e-05,0.0,0.0,1.52e-05,0.0,0.0
AVG,0.00027619,3.41e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.441e-05,1.478e-05,1.581e-05,0.0,5.72e-06,0.0,0.0,0.0,0.0,0.0,7.646e-05,2.4e-05,0.00013513,0.0,3.51e-06,5.03e-06,3.36e-06,0.0,4.895e-05,0.0,1.493e-05,5.42e-06,1.0,0.0,0.0,2.712e-05,1.872e-05,4.935e-05,0.0,0.0,0.00022576,0.0,1.053e-05,1.297e-05,3.44e-06,0.0,0.0,0.0,0.0,0.13843531,1.243e-05,4.21e-05,1.824e-05,3.51e-06,0.00016695,0.0,0.00015233,0.00039324,4.127e-05,0.0,0.0,0.0,1.76e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.934e-05,0.0,0.0,0.0,0.0,0.0,3.51e-06,0.0,0.0,0.0,0.0,0.00151132,1.38e-05,0.0,4.159e-05,0.0,3.38e-06,0.0,0.0,0.0,0.0,8e-06,1.26e-06,0.0,0.0,4.92e-06,1.001e-05,0.0,1.8e-06,0.0,0.0,1.59e-06,0.0,0.0,1.857e-05,1.489e-05,0.0,3.32e-06,0.00029331,0.0,5.389e-05,0.0,6.79e-06,0.0,0.00819669,2.54e-06,0.0,0.0,0.0,1.05e-06,7e-06,8.35e-06,0.00012902,0.0,0.0,0.0,0.0,0.0
Tencent,0.0,0.0,0.0,0.0,0.0,0.0,0.00025378,6.02e-06,0.0,0.0,0.0,0.0,0.0,8.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74e-06,0.0,1.0,0.0,9.15e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.929e-05,0.0,9.389e-05,0.0,0.00034177,9.6e-07,0.0,0.0003173,0.0,0.0,0.0,0.0,0.0,0.0,7.57e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-06,1.54e-06,0.0,0.0,0.0,0.0,2.459e-05,0.0,1.02e-05,8.2e-07,1.674e-05,0.0,0.0,0.0,1.55e-06,0.0,0.0,0.0,0.0,3.649e-05,0.0,1.02e-06,0.0,0.0,0.0,1.01e-06,0.0,0.0,0.0,0.0,1.851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.007e-05,0.0,0.0,0.0,7.6e-07,0.0,0.0,2.014e-05,0.0,0.0,8.7e-07,0.0,5.657e-05
VirusBuster,1.037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.808e-05,0.0,6.222e-05,0.00026251,0.0,0.0,0.0002817,0.0,7.11e-06,0.0,0.0,1.37e-05,3.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.512e-05,2.229e-05,6.65e-06,0.0,0.0,1.0,2.623e-05,0.0,0.0,0.0,3.012e-05,0.0,0.0,0.0,0.0,0.01979452,0.0,0.0,0.0,0.0,0.0,0.0,1.507e-05,0.0,0.0,0.0,0.04545759,0.00016688,4.32e-06,8.291e-05,0.0,2.08e-06,0.00012991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.886e-05,0.0,7.602e-05,0.0,7.308e-05,0.0,0.0,1.509e-05,0.0,0.0,0.0,1.511e-05,0.0,4.216e-05,0.0,0.0,0.00011834,0.00036199,2.078e-05,0.0,0.0,0.0,0.0,0.02156274,0.0,0.0,0.0,3.703e-05,0.00014523,2.969e-05,0.0,0.0,0.00013415,0.0002512,0.0,0.0,0.0,0.0,0.00027949,0.0,0.0,0.0,0.0,7.887e-05,0.0,0.0,0.00014603,0.0,0.0,0.0,0.00014983,0.0,0.0,0.00014057,0.0,0.0,0.00011503,0.0,8.23e-06
VIPRE,0.0,0.00168213,0.0,0.0,0.0,0.0,0.00030267,0.0,0.0,0.0,0.0,6.853e-05,0.0,0.00035362,0.00083518,8.01e-06,0.0,0.00113995,0.0,3.19e-06,0.0,0.0,0.65377478,0.0,0.00018622,0.0,0.0,0.0,0.0,0.0,0.0,3.975e-05,2.119e-05,2.712e-05,9.15e-06,2.623e-05,1.0,0.0,0.0,0.0,0.00067692,3.83e-06,0.0,0.0,8.915e-05,0.00479509,0.0,0.0,0.0,0.0,0.0,0.0,0.00019401,5.506e-05,9.581e-05,0.0,8.32e-06,0.00720067,0.0,0.00286044,0.0,0.00108393,8.624e-05,0.0,0.00142334,0.0,0.0,0.0,0.0,0.0,0.0,5.7e-05,0.0,0.0,0.0,0.00040424,0.0,0.0,0.00107601,0.0,0.0,0.0,0.0,0.0,0.08213391,0.0,1.56e-06,8.7e-05,4.689e-05,0.0,0.0,0.0,9.73e-05,0.0,3.88e-06,0.0,0.0,0.00069169,0.00644797,0.00011941,3.206e-05,0.0,0.0,9.606e-05,0.00111799,0.0,0.0,0.0,0.00039333,0.00232771,0.0,0.0,0.00109755,0.0,0.00069944,0.0,0.0,0.00029478,0.0,0.0,0.0,9.142e-05,0.00090147,0.0,0.0001297,0.0,0.0,9.657e-05,0.0,3.122e-05
TheHacker,1.158e-05,0.0,0.0,0.0,6.96e-06,0.0,0.0,6.2e-06,0.0,0.0,0.0,2.14e-06,0.00011378,0.0,0.0,3.896e-05,0.0,0.0,0.0,0.0,0.0,6.87e-06,0.0,0.0,0.0,0.0,0.0,7.719e-05,0.0,1.392e-05,0.0,7.713e-05,0.0,1.872e-05,0.0,0.0,0.0,1.0,8.747e-05,0.0,0.0,5.841e-05,0.0,0.0,0.0002168,0.0,0.0,0.0,0.0,0.0,0.0,0.00016163,0.0,0.0,9.1e-05,0.0,0.0,6.01e-06,6.49e-06,4.52e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01e-06,0.0,0.00021888,0.0,4.185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00364537,0.0,0.0,0.0,0.0,0.0,0.0,5.589e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01e-06,0.0,5.184e-05,0.0,0.0,0.0,0.0,1.043e-05,0.0,0.0,0.0,0.0,1.241e-05,0.0,0.0,3.86e-06,0.0,0.0,0.00010611,0.0,0.0,0.0,0.0,5.6e-05,0.0
AntiVir,1.991e-05,7.76e-06,0.0,0.0,7.397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053007,1.395e-05,0.0,1.141e-05,0.0,0.0,0.0,0.0,0.0,1.621e-05,0.0,0.0,0.0,0.0,0.0,0.00022496,0.0,1.644e-05,0.0,2.593e-05,0.0,4.935e-05,0.0,0.0,0.0,8.747e-05,1.0,0.0,0.0,0.00022066,0.0,0.0,8.334e-05,0.0,0.0,0.0,8.3e-06,8.3e-06,0.0,0.0006131,0.0,0.0,4.14e-05,0.0,0.0,0.0,1.399e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66e-05,0.0,0.00064602,0.0,9.895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.391e-05,0.0,2.936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.04864672,0.0,0.0,2.487e-05,0.0,0.0,0.0,7.67e-06,0.0,0.0,0.0,0.0,0.0010129,0.0,0.00028123,0.0,0.0,5.66e-06,0.0,7.664e-05,0.0,1.534e-05,0.0,0.0,4.015e-05,0.0,0.0,5.069e-05,0.0,0.0,0.000555,0.0,0.0,0.0,0.0,0.00015735,0.0
TrendMicro,0.0,0.0,0.0,0.71432976,0.0,0.0,2.501e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.682e-05,6.29e-06,0.0,0.0,0.0,0.0,1.095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81e-06,0.0,5.93e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28e-06,1.22e-06
UNA,0.0,0.00081405,0.0,0.0,0.0,0.0,2.072e-05,0.0,0.0,0.0,0.0,3.07e-06,0.0,0.00016878,0.00056717,0.0,0.0,0.0006402,0.0,0.0,0.0,0.0,0.00098982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09e-06,1.183e-05,0.0,0.0,3.012e-05,0.00067692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00188002,0.0,0.0,0.0,0.0,0.0,0.0,0.0043956,0.0,0.0,0.0,8.68e-06,0.00066722,0.0,0.00022834,0.0,7.25e-06,2.53e-06,0.0,5.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.43e-06,0.0,2.11e-06,0.0,0.0,0.0,0.0,0.00529101,0.0,0.0,0.0,0.0,0.0,0.00133308,0.0,0.0,1.73e-06,0.00052315,0.0,0.0,0.0,0.0,0.0,3.95e-06,0.0,0.0,2.463e-05,0.0003308,6e-06,3.69e-06,0.0,0.0,2.91e-06,0.00112045,0.0,0.0,0.0,0.0,0.00060964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97e-06,0.0,0.0,0.0,1.5e-06,0.00644641,0.0,1.55e-06,0.0,0.0,1.97e-06,0.0,1.056e-05
Norman,0.0,0.0,0.0,0.0,3.961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007578,5.78e-06,0.0,4.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98e-06,1.1e-05,0.00022337,0.0,0.0,0.0,7.68e-06,0.0,0.00022576,0.0,0.0,3.83e-06,5.841e-05,0.00022066,0.0,0.0,1.0,0.0,0.0,2.911e-05,3.89e-06,0.0,0.0,0.0,0.0,0.0,0.000401,7.95e-06,0.0,7.95e-06,0.0,0.0,1.818e-05,2.4e-06,6.06e-06,0.0,0.0,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-06,0.0,0.00034628,0.0,4.76e-05,0.0,0.0,0.0,3.98e-06,0.0,0.0,0.0,0.0,0.0,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018221,0.0,0.0,1.193e-05,1.073e-05,3.76e-06,0.0,1.92e-06,0.0,0.0,0.0,0.0,3.98e-06,0.0,0.00017178,3.94e-06,0.0,0.0,0.0,1.331e-05,0.0,0.0,0.0,0.0,0.00071314,0.0,0.0,0.0,1.09e-06,0.0,0.00042414,1.12e-06,0.0,0.0,0.0,4.77e-05,0.0
Cybereason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
